Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
 1003551   121303     3031    89.2%           25      19263
  985918   122875        0    88.9%           25      19262
  996876   124333        0    88.9%           25      19262
 1000749   124471       87    88.9%           25      19261
  990340   123467        0    88.9%           25      19263
  998577   124576        0    88.9%           25      19262
  999043   124099        0    89.0%           25      19262
  992166   124402        0    88.9%           25      19262
  978953   122705       33    88.9%           25      19263
 1003380   124973        0    88.9%           25      19261
  997217   121540     3031    89.1%           25      19263
  993659   123714        0    88.9%           25      19263
 1001501   124592        0    88.9%           25      19262
 1002522   125382        0    88.9%           25      19262
 1006516   125647        0    88.9%           25      19262
  997034   125261        0    88.8%           25      19262
 1002084   124831        0    88.9%           25      19262
 1005647   125220       33    88.9%           25      19262
 1004297   125452        0    88.9%           25      19263
 1016921   120400     5251    89.4%           25      19263
  997159   124469        0    88.9%           25      19264
  985477   123172        0    88.9%           25      19264
 1006261   126094        0    88.9%           25      19264
 1014195   126275        0    88.9%           25      19263
 1004018   125465        0    88.9%           25      19264
 1002598   125176        0    88.9%           25      19264
  996965   125289        0    88.8%           25      19263
 1009379   125687       33    88.9%           25      19265
 1002189   125548        0    88.9%           25      19262
  999754   122394     1917    89.1%           25      19265
 1006777   125561        0    88.9%           25      19266
  992357   123614        0    88.9%           25      19264
  999238   124592        0    88.9%           25      19262
  995753   124255        0    88.9%           25      19263
 1005011   125769        0    88.9%           25      19264
 1011329   126906        0    88.9%           25      19263
  995724   125071       33    88.8%           25      19264
  992863   125491        0    88.8%           25      19263
  991339   121010     3027    89.1%           25      19264
  994431   125741        0    88.8%           25      19265
  995157   125809        0    88.8%           25      19264
  983506   124382       87    88.8%           25      19264
  990909   125443        0    88.8%           25      19264
  987069   125726        0    88.7%           25      19264
  987399   125954        0    88.7%           25      19264
  986971   125179        0    88.7%           25      19265
  983075   124509       33    88.8%           25      19265
  985765   125623        0    88.7%           25      19266
  990902   124648      746    88.8%           25      19265
  998308   126704        0    88.7%           25      19267
  978856   124989        0    88.7%           25      19265
  983535   124416       87    88.8%           25      19266
 1002599   127316        0    88.7%           25      19266
 1002904   126521        0    88.8%           25      19266
 1000176   126795        0    88.7%           25      19265
  983468   124504       32    88.8%           25      19266
  984551   125141        0    88.7%           25      19265
  994824   122917     3026    89.0%           25      19266
  992795   126215        0    88.7%           25      19266
  990104   125694        0    88.7%           25      19266
 1004613   127637        0    88.7%           25      19267
  976503   124607        0    88.7%           25      19266
  989037   126598        0    88.7%           25      19267
  994479   126354        0    88.7%           25      19265
  996928   127221        0    88.7%           25      19265
  997354   126563       33    88.7%           25      19266
